imo,description,ship_type
9830745,Bunkering Tanker,Tanker
8619285,Chemical Tanker,Tanker
8670722,Yacht,Pleasure Craft
8721222,Fishing Vessel,Fishing
9514119,Crew Boat,Local Vessel
1029522,General Cargo,Cargo
9489443,Multi Purpose Offshore Vessel,Cargo
9163403,Reefer,Cargo
9256511,Tug,Tug
8408349,Tug,Local Vessel
9711573,Oil/Chemical Tanker,Tanker
9229453,Fishing Vessel,Fishing
8308537,Tug/Supply Vessel,Tug
1112238,Bulk Carrier,Cargo
9556612,Tug,Tug
9710115,Multi Purpose Offshore Vessel,Tug
5424897,Trawler,Fishing
9316282,Vehicles Carrier,Cargo
9604110,Container Ship,Cargo
7325174,Trawler,Other
7405924,Ro-Ro/Passenger Ship,Passenger
1054993,Multi Purpose Offshore Vessel,High Speed Craft
8714554,Fishing Vessel,Fishing
8952950,Ro-Ro/Passenger Ship,Passenger
9017628,General Cargo,Cargo
9044413,Crude Oil Tanker,
9832573,Vehicles Carrier,Cargo
9639464,Bulk Carrier,Cargo
9702209,Oil/Chemical Tanker,Tanker
8577841,Trawler,Fishing
9389291,Container Ship,Cargo
9244233,Bulk Carrier,Cargo
7509938,General Cargo,Cargo
7507409,Tug,Tug
9767077,Bulk Carrier,Cargo
9499785,Yacht,Pleasure Craft
7368061,General Cargo,Cargo
9701073,Oil/Chemical Tanker,Tanker - Hazard B
9893943,Container Ship,Cargo - Hazard D (Recognizable)
9073244,General Cargo,Cargo
9960813,Tug,Tug
1121320,Landing Craft,Other
9108312,Bulk Carrier,Cargo
7716751,General Cargo,Cargo
9107992,Fishing Vessel,Fishing
8003292,Pusher Tug,Tug
8882428,Bucket Ladder Dredger,Dredger
8748579,Fishing Vessel,Fishing
6914435,Multi Purpose Offshore Vessel,Other
8735455,Tug,Tug
8702240,General Cargo,Cargo
9421788,Multi Purpose Offshore Vessel,Other
9233935,Oil Products Tanker,Tanker
8711825,Oil Products Tanker,Other
8765515,Drilling Jack Up,Other
9524463,Crude Oil Tanker,Tanker
8936592,Inland Supply Vessel,Tug
9082570,Passenger Ship,Passenger
1065851,Oil Products Tanker,Tanker
1019761,Oil/Chemical Tanker,Tanker
8643183,Ro-Ro/Passenger Ship,Passenger
9707596,Fishing Vessel,Fishing
9434905,Container Ship,Cargo
8979063,Passenger Ship,Pleasure Craft
9318498,Vehicles Carrier,Cargo
9172674,Crude Oil Tanker,Tanker
7826805,Passenger Ship,Passenger
9151462,General Cargo,Cargo
9420904,Tug,Tug
8986262,Inland Passenger Ship,Passenger
7702059,General Cargo,
8644400,Tug,Tug
9659294,Offshore Supply Ship,Pleasure Craft
9227285,Container Ship,Cargo - Hazard A (Major)
7619850,Tug,Tug
9001899,Fishing Vessel,Fishing
9908384,Wood Chips Carrier,Cargo
9949493,Chemical Tanker,Tanker
9441192,Crude Oil Tanker,Tanker
9109043,General Cargo,Cargo
9049384,Ro-Ro/Passenger Ship,Cargo
8702252,General Cargo,Cargo
9990648,Bulk Carrier,Cargo
9415399,Crude Oil Tanker,Tanker
9749582,Vehicles Carrier,Cargo
9781920,LNG Tanker,Tanker - Hazard D (Recognizable)
9605994,Bulk Carrier,Cargo
9109562,General Cargo,
8693360,Fishing Vessel,Fishing
7914080,Bulk Carrier,Cargo
7916430,Yacht,Pleasure Craft
9539573,Oil Products Tanker,Tanker
9597771,Bulk Carrier,Cargo
9184122,Multi Purpose Offshore Vessel,Cargo
9429065,Bulk Carrier,Cargo
9822255,Ore Carrier,Cargo
9149380,Bulk Carrier,Cargo
8835360,Ro-Ro/Passenger Ship,Passenger
9717565,Passenger Ship,Passenger
9154907,Tug,Tug
9508110,Oil/Chemical Tanker,Tanker
9518828,Tug,Tug
9029255,Fishing Vessel,Fishing
1025538,Container Ship,Cargo - Hazard B
9402093,Heavy Lift Vessel,Cargo
1151167,Tug,
9402201,Pollution Control Vessel,Tug
9614531,Container Ship,Cargo - Hazard D (Recognizable)
7103069,Trawler,Fishing
9227508,Passenger Ship,Passenger
9283502,High Speed Craft,High Speed Craft
8938502,Fishing Vessel,Special Craft
8020941,Vehicles Carrier,Cargo
9203966,Oil/Chemical Tanker,Tanker - Hazard C (Minor)
9335604,Patrol Vessel,Law Enforce
9946336,Ro-Ro/Passenger Ship,Passenger
8619091,General Cargo,Cargo
8612990,Reefer,Cargo
9691905,Fishing Vessel,Fishing
9527415,Bulk Carrier,Cargo - Hazard A (Major)
9700366,Fishing Vessel,Fishing
8755338,Drilling Jack Up,Other
9808003,Ro-Ro/Passenger Ship,Passenger
9856335,Ro-Ro/Passenger Ship,Passenger
9560364,Container Ship,Cargo
9106704,Bulk Carrier,Cargo
8325482,Passenger Ship,
9167497,Wood Chips Carrier,Cargo
8819536,Pilot Ship,Other
9351050,Container Ship,Cargo - Hazard A (Major)
5137913,Oil/Chemical Tanker,Tanker
7437379,Trawler,Fishing
7704631,Ro-Ro/Passenger Ship,Passenger
9905722,Bulk Carrier,Cargo
9760990,Tug,Tug
8415768,Offshore Supply Ship,Local Vessel
5320522,Pipe Layer,Cargo
9089504,Landing Craft,Cargo
1018901,Patrol Vessel,Law Enforce
5234981,Tug,Tug
9324526,Tug,Tug
9819208,General Cargo,Cargo
9575462,Ore Carrier,Cargo
9186156,Floating Storage/Production,Cargo
8124319,Bulk Carrier,Cargo
8708098,Fishing Vessel,Fishing
8516263,General Cargo,Cargo
8742771,Tug,Tug
1046001,Bulk Carrier,Cargo
7617072,Ro-Ro/Passenger Ship,Passenger
7614630,General Cargo,Cargo
8355621,Fire Fighting Vessel,Other
6921270,Fish Carrier,Fishing
9734915,Multi Purpose Offshore Vessel,Other
9607590,Bulk Carrier,Cargo
9341287,Ore Carrier,Cargo
9280689,General Cargo,Cargo
8025941,Nuclear Fuel Carrier,
9447158,Bulk Carrier,Cargo
9062219,Oil Products Tanker,Tanker
9779616,Crude Oil Tanker,Tanker
9587922,Fire Fighting Vessel,Other
8412388,Container Ship,Cargo
9410662,Oil/Chemical Tanker,Tanker
9902201,Yacht,Pleasure Craft
8521244,Asphalt/Bitumen Tanker,Tanker
9929546,Training Ship,Other
1031537,Oil Products Tanker,Tanker
9332030,LPG Tanker,Tanker - Hazard A (Major)
8604761,Ro-Ro/Passenger Ship,Passenger
8511017,Fishing Vessel,Pleasure Craft
1064651,Tug,Tug
9572771,"Inland, Motor Tanker",Tanker
9476903,Multi Purpose Offshore Vessel,Tug
9461130,Bulk Carrier,Cargo
9148958,Bunkering Tanker,Tanker
9523809,LPG Tanker,Tanker - Hazard A (Major)
9627095,Bulk Carrier,Cargo
7711579,General Cargo,Cargo
8720072,Fishing Vessel,Fishing
8030075,Factory Trawler,Fishing
9755816,Bulk Carrier,Cargo
1068243,Container Ship,Cargo
9158202,Trawler,Fishing
8862325,General Cargo,Cargo
9455882,Passenger Ship,Passenger
8411059,Crane Ship,Cargo
7388188,Trawler,Fishing
9805776,Bulk Carrier,Cargo
9407512,Bulk Carrier,Cargo
7636951,Passenger Ship,Passenger
9164794,General Cargo,Cargo
9611943,Bulk Carrier,Cargo
9524815,Bulk Carrier,Cargo
1023827,Tug,Tug
9300805,Container Ship,Cargo - Hazard A (Major)
6807149,Trawler,Fishing
9604263,Bulk Carrier,Cargo
9392729,Bulk Carrier,Cargo
9853424,Fishery Patrol Vessel,Law Enforce
7341025,"Inland, Maintainance Craft, Cableship, Dredger",Dredger
9729257,Tug,Tug
6706395,General Cargo,Cargo
1029986,CO2 Tanker,Tanker
9012771,Container Ship,Cargo
9031416,General Cargo,Cargo
9452610,Bulk Carrier,Cargo
9135224,Trawler,Fishing
9114921,General Cargo,Cargo
7627534,Passenger Ship,Cargo
9168398,General Cargo,Cargo
9377731,Tug,Tug
9509035,Crude Oil Tanker,Tanker
8303991,Container Ship,Cargo
7343231,Bulk Carrier,Cargo
7734143,Pusher Tug,Tug
9809459,Patrol Vessel,Law Enforce
9675327,General Cargo,Cargo
7044328,Tug,Tug
7821130,Fishing Vessel,Fishing
9103257,Fishing Vessel,Fishing
7319694,General Cargo,
9886677,Deck Cargo Ship,Cargo
8967254,Pusher Tug,Tug
9429120,Tug,SAR
9233387,Bulk Carrier,Cargo
8005082,Bulk Carrier,Cargo
8771370,Offshore Supply Ship,Reserved
9166065,Fishing Vessel,Fishing
8915562,"Inland, Passenger Ship without Accommodation",Passenger
8924020,Tug,Tug
9736418,Bulk Carrier,Cargo
9203227,Multi Purpose Offshore Vessel,Military Ops
9769829,Crude Oil Tanker,Tanker
9503718,High Speed Craft,High Speed Craft
9415753,Tug,Tug
7028453,General Cargo,Cargo
9964194,Container Ship,Cargo - Hazard A (Major)
8432728,Fishing Vessel,Fishing
9217577,General Cargo,Cargo
9329459,Bulk Carrier,Cargo
9832834,Fishing Vessel,Fishing
8914996,Fishing Vessel,Fishing
9367009,Multi Purpose Offshore Vessel,Other
1023566,Tug,Other
9977919,Hydrofoil,High Speed Craft
7725582,Bulk Carrier,Cargo
9110406,Tug,Tug
7943225,General Cargo,
7943201,General Cargo,Cargo
9205706,General Cargo,Cargo
9075735,Bulk Carrier,Cargo
8531299,Passenger Ship,Passenger
9120059,Bulk Carrier,Cargo
9481893,General Cargo,Cargo
8732738,Fishing Vessel,Fishing
8507339,Bulk Carrier,Cargo
7370442,Bulk Carrier,Cargo
8959207,General Cargo,Cargo
8333635,Sailing Vessel,Sailing Vessel
9361548,Tug,Tug
8408844,Container Ship,Cargo - Hazard A (Major)
9300489,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9185396,Ro-Ro/Passenger Ship,Passenger
8029806,General Cargo,
7529225,General Cargo,Cargo
8523228,"Inland, Tug, single",Tug
9683635,Fishing Vessel,Fishing
6424076,Ro-Ro/Passenger Ship,Passenger
9678666,Bunkering Tanker,Tanker - Hazard C (Minor)
9917505,Passenger Ship,Other
9660358,Oil Products Tanker,Tanker
1004132,Yacht,Pleasure Craft
9858242,Tug,Tug
9849320,Bulk Carrier,Cargo
9018232,General Cargo,
1037347,Tug,Tug
8989329,Water Tanker,Tanker
8023773,Oil/Chemical Tanker,Tanker
9826897,Crude Oil Tanker,Tanker
8992508,Tug,Tug
8117861,General Cargo,Cargo
9339820,Vehicles Carrier,Cargo
9635078,Oil Products Tanker,Tanker
9929170,Work Vessel,Other
1024041,Mooring Vessel,Tug
9931408,Tug,Tug
9403255,Bulk Carrier,Cargo
9746554,Research/Survey Vessel,Tanker
9852975,LNG Tanker,Tanker - Hazard C (Minor)
9228837,Oil/Chemical Tanker,Tanker
7938505,Fishing Vessel,Fishing
9594951,Salvage/Rescue Vessel,SAR
9353888,Oil Products Tanker,Tanker
9343273,Ro-Ro Cargo,Cargo
9711638,"Inland, Unknown",Tug
9415832,Tug,
9857884,Hopper Dredger,Dredger
9839208,Container Ship,Cargo - Hazard A (Major)
9342360,Oil Products Tanker,Tanker - Hazard A (Major)
9283033,Container Ship,Cargo
9140968,Reefer,Cargo
8862301,Fishing Vessel,Fishing
9788289,Tug,Tug
9864409,Heavy Load Carrier,Cargo
9449883,General Cargo,Cargo
9220990,Bulk Carrier,Cargo - Hazard B
9407524,Bulk Carrier,Cargo
6521082,Research/Survey Vessel,
9287041,Tug,Tug
9073945,Tug,Tug
9361653,Anchor Handling Vessel,Other
9880427,Multi Purpose Offshore Vessel,Passenger
9299707,Crude Oil Tanker,Tanker
9097496,Tug,Tug
9477050,Yacht,Pleasure Craft
8649618,Multi Purpose Offshore Vessel,Tug
9262883,Livestock Carrier,Cargo
6809472,Trawler,Fishing
9711858,Drill Ship,Dredger
9318242,Container Ship,Cargo
9350707,Ro-Ro/Passenger Ship,Passenger
9813462,Fishing Vessel,Fishing
9256432,Asphalt/Bitumen Tanker,Tanker
9249594,Oil/Chemical Tanker,Tanker
9273595,Multi Purpose Offshore Vessel,Other
9956446,Oil Products Tanker,Other
9412309,Crude Oil Tanker,Tanker
9319466,Ro-Ro/Passenger Ship,Passenger
8616910,Fishing Vessel,Wing In Grnd
7431143,General Cargo,Cargo
9699256,LPG/Chemical Tanker,Tanker
9781542,Fishing Vessel,Fishing
8817265,Ro-Ro Cargo,Cargo
9667277,Oil Products Tanker,Tanker
9832418,Bulk Carrier,Cargo
9084918,Ro-Ro/Passenger Ship,Passenger
7923940,Bulk Carrier,Cargo
9069841,Tug,Tug
8223543,LPG Tanker,Fishing
8680789,Passenger Ship,Passenger
9367803,Container Ship,Cargo
9363429,Container Ship,Cargo - Hazard A (Major)
8735730,Yacht,Other
8699730,Fishing Vessel,Fishing
9112894,Container Ship,Cargo
1115175,General Cargo,Cargo
9468865,Multi Purpose Offshore Vessel,Other
1071197,Fishing Vessel,Fishing
8919051,Oil/Chemical Tanker,Tanker - Hazard B
9645437,Crude Oil Tanker,Tanker
9156101,General Cargo,Cargo
9148752,Tug,Tug
9612131,Bulk Carrier,Cargo
9155822,Ro-Ro Cargo,Cargo
9346952,Crude Oil Tanker,Tanker
8655904,General Cargo,Cargo
9089217,Fishing Vessel,Other
8989393,Ro-Ro/Passenger Ship,Passenger
8720840,Maintenance Platform,Cargo
1008035,Yacht,Pleasure Craft
9843302,Crude Oil Tanker,Tanker
7827237,General Cargo,Cargo
8845303,Multi Purpose Offshore Vessel,Tug
7211854,Standby Safety Vessel,Other
7050195,Fishing Vessel,Fishing
9114804,Container Ship,Cargo
8127141,Bunkering Tanker,Tanker
9862061,Tug,Tug
9349021,General Cargo,Cargo
1252791,Tug,Tug
9695133,Container Ship,Cargo - Hazard A (Major)
9674622,Cement Carrier,Cargo
9565819,Crew Boat,Other
8682490,Fishing Vessel,Fishing
9824590,Bunkering Tanker,Tanker
9552836,Bulk Carrier,Cargo
9256353,Bulk Carrier,Cargo
9246281,Crude Oil Tanker,Tanker
9639232,Multi Purpose Offshore Vessel,Other
1039981,Bulk Carrier,Cargo
5364918,Inland Passenger Ship,Passenger
9926609,Multi Purpose Offshore Vessel,Other
8622335,General Cargo,Cargo
9658719,Crew Boat,Other
9458729,Tug,Tug
8204638,Bulk Carrier,Cargo
9581540,Tender,Passenger
9618719,General Cargo,Cargo
9225823,Fishing Vessel,Fishing
9172272,Chemical Tanker,Tanker - Hazard D (Recognizable)
8401236,General Cargo,Cargo
1039589,LPG Tanker,Tanker
7035547,Towing Vessel,Tug
9874313,Fishing Vessel,Fishing
9857913,Chemical Tanker,Tanker - Hazard C (Minor)
8773287,Fishing Vessel,Fishing
1012103,Yacht,Pleasure Craft
9144330,Multi Purpose Offshore Vessel,Tug
1059541,Bulk Carrier,Cargo
9952361,Bulk Carrier,Cargo
9700055,Bulk Carrier,Cargo
8898362,Trawler,Cargo
9930167,General Cargo,Cargo
9510515,Bulk Carrier,Cargo
9338979,General Cargo,Cargo
8400555,Bulk Carrier,Cargo
8861644,Fishing Vessel,Fishing
9307334,Crude Oil Tanker,Tanker
9816567,Bulk Carrier,Cargo
9578024,LPG/Chemical Tanker,Tanker
7525865,Bulk Carrier,Other
8423208,Fishing Vessel,
9693472,Fire Fighting Vessel,Tug
9785122,Bulk Carrier,Cargo
8846345,Reefer,Cargo
9654177,Multi Purpose Offshore Vessel,Other
1019955,LPG Tanker,Tanker
9319038,Multi Purpose Offshore Vessel,Other
9486336,Cement Carrier,Cargo
8504727,General Cargo,Cargo
9666687,Tug,Tug
7026948,Ro-Ro/Passenger Ship,Other
9511105,Chemical Tanker,Tanker - Hazard B
1118220,Fishing Vessel,Fishing
8515738,Oil Products Tanker,Tanker
7730159,Reefer,Cargo
8961406,Fishing Vessel,Fishing
8026048,Ro-Ro Cargo,Cargo
9532953,Tug,
7350076,General Cargo,Cargo
8588125,Bulk Carrier,Cargo
6611681,Hopper Dredger,Dredger
8908076,Fish Carrier,Cargo
8808903,Trawler,Fishing
8510960,Trawler,Fishing
9123295,General Cargo,Cargo
8967462,Fishing Vessel,Fishing
8776734,Fishing Vessel,Fishing
9960875,Fish Carrier,Other
8513168,Oil/Chemical Tanker,Tanker
7803437,Inland Tanker,Tanker
9374375,Fish Carrier,Cargo
9225677,Container Ship,Cargo - Hazard A (Major)
9143257,General Cargo,Cargo
9181625,Ore Carrier,Cargo
9205744,Tug,Tug
9505780,Multi Purpose Offshore Vessel,Passenger
9010412,Fishing Vessel,Fishing
7713383,Ro-Ro Cargo,Cargo
9555321,General Cargo,Cargo
9501930,Tug,Tug
9926398,Bulk Carrier,Cargo
8923399,Tug,
8611099,General Cargo,Cargo
9418793,Oil/Chemical Tanker,Tanker
9766164,Bulk Carrier,Cargo
1082055,Work Vessel,Cargo
8852497,Tug,Other
9731535,Bulk Carrier,Cargo
9260483,Oil Products Tanker,Tanker
9188972,Fishing Vessel,Fishing
9036038,Ro-Ro/Passenger Ship,Passenger
7616937,Fishing Vessel,Fishing
9244972,Container Ship,Cargo
9114799,Container Ship,Cargo
1129865,General Cargo,Cargo
8718196,Fishing Vessel,Fishing
9671802,Bulk Carrier,Cargo
8650904,Multi Purpose Offshore Vessel,Fishing
9513385,Multi Purpose Offshore Vessel,
8122684,Fish Carrier,Fishing
9372638,General Cargo,Cargo
9393890,Tug,Tug
9748887,Fire Fighting Vessel,
8114704,Oil Products Tanker,Tanker - Hazard A (Major)
8635758,Inland Supply Vessel,Tug
8957479,General Cargo,Cargo
8463480,Fishing Vessel,Fishing
1083499,Fishing Vessel,Fishing
9070450,Vehicles Carrier,Cargo
9349526,Container Ship,Cargo
8107892,Multi Purpose Offshore Vessel,Other
9884502,Tug,Tug
8646343,Work Pontoon,Other
9353929,High Speed Craft,High Speed Craft
9341823,Tug,Tug
7203003,Fishing Vessel,Fishing
9240512,Crude Oil Tanker,Tanker
9795751,Research/Survey Vessel,Other
8739889,Fishing Vessel,Fishing
8201870,General Cargo,Cargo
9602526,Multi Purpose Offshore Vessel,Other
9205794,Oil Products Tanker,Tanker
7905455,Tug,Other
9965928,Bulk Carrier,Cargo
9603063,Bulk Carrier,Cargo
9786803,General Cargo,Cargo
9168269,Bulk Carrier,Cargo
9372755,Multi Purpose Offshore Vessel,Cargo
9704128,Offshore Supply Ship,Other
9736963,Bulk Carrier,Cargo
9689926,LPG Tanker,Tanker
9848431,Ro-Ro/Passenger Ship,Passenger
9797383,Oil/Chemical Tanker,Tanker
8867167,Oil Products Tanker,Other
9728825,Oil Products Tanker,Tanker
8412948,Bulk Carrier,Cargo
9822889,Oil Products Tanker,Tanker
8316041,Ro-Ro/Passenger Ship,Passenger
9535890,Multi Purpose Offshore Vessel,
8993631,Oil Products Tanker,Tanker - Hazard A (Major)
9546021,Research/Survey Vessel,Other
5044312,Sailing Vessel,Sailing Vessel
9083782,Fishing Vessel,Other
9134634,Container Ship,Cargo
9698666,Drill Ship,Other
7230989,Fishing Vessel,Fishing
8572073,Fishing Vessel,Fishing
9096454,Tug,Tug
9044126,Fishing Vessel,Fishing
9606924,Passenger Ship,Passenger
9928231,Bulk Carrier,Cargo
9299020,Container Ship,Cargo - Hazard A (Major)
9099004,Passenger Ship,Other
9153317,Tug,Tug
9150341,Vehicles Carrier,Cargo
9722819,High Speed Craft,High Speed Craft
8504519,Fishing Vessel,Fishing
9071246,Tug,Tug
9324851,Container Ship,Cargo - Hazard C (Minor)
9874272,Bulk Carrier,Cargo
9569889,Crew Boat,Passenger
9923918,Utility Vessel,Tug
9056595,Ro-Ro/Passenger Ship,Passenger
7609726,Cement Carrier,Cargo
7360136,LNG Tanker,Tanker - Hazard A (Major)
9355745,Tug,Tug
9285304,Multi Purpose Offshore Vessel,Cargo
8525850,Sailing Vessel,Sailing Vessel
8672615,Bulk Carrier,Cargo
9498042,Utility Vessel,Other
8705656,Reefer,Cargo
9348481,Container Ship,Cargo
8816572,Fishing Vessel,Fishing
1034187,Crude Oil Tanker,Tanker
1049364,Tug,Tug
9521435,Crude Oil Tanker,Tanker
9687992,Oil/Chemical Tanker,Sailing Vessel
9383211,Multi Purpose Offshore Vessel,Other
8690681,General Cargo,Cargo
8346656,General Cargo,Cargo
9021722,Trawler,Fishing
9260287,Multi Purpose Offshore Vessel,Other
9662253,Tug/Supply Vessel,Tug
8608597,Reefer,Cargo
9395305,Crude Oil Tanker,Tanker
9342932,Oil Products Tanker,Other
9359105,Container Ship,Cargo - Hazard A (Major)
9334739,Crude Oil Tanker,Tanker
7702011,Fishery Patrol Vessel,Cargo
9477531,Oil/Chemical Tanker,Tanker - Hazard B
5345883,General Cargo,Cargo
8648391,Fishing Vessel,Fishing
9134660,General Cargo,Cargo
9696802,Multi Purpose Offshore Vessel,Cargo
9941269,General Cargo,Cargo
9481788,General Cargo,Cargo
9763746,Multi Purpose Offshore Vessel,Other
9843625,Oil/Chemical Tanker,Tanker - Hazard B
9678721,General Cargo,Tug
9576492,Trawler,Fishing
8323501,General Cargo,Cargo
9904651,LNG Tanker,Tanker
8663145,Fishing Vessel,Fishing
9549803,Tug,Tug
7821647,Oil Products Tanker,Tanker
9816074,Limestone Carrier,Cargo
9587740,Oil/Chemical Tanker,Tanker
9263980,Crew Boat,
7716397,General Cargo,Cargo
7398004,General Cargo,Cargo
9090905,General Cargo,
9890771,Fishing Vessel,Fishing
9226267,Multi Purpose Offshore Vessel,Cargo
9477294,Container Ship,Cargo
9797307,Fishing Vessel,Other
9539731,Bulk Carrier,Cargo
9509982,Sailing Vessel,Sailing Vessel
9958652,LNG Tanker,Tanker
1135620,Tug,Tug
7602716,General Cargo,
9464285,Oil/Chemical Tanker,Tanker - Hazard B
8871340,General Cargo,Cargo
9379571,Container Ship,Cargo
9177234,Buoy-Laying Vessel,Port Tender
9316452,Tug,Tug
9923009,Crude Oil Tanker,Tanker
6923888,Tug,Tug
9684548,Fishing Vessel,Sailing Vessel
8216150,General Cargo,Cargo
9306706,Ro-Ro Cargo,Cargo
1040045,Tug,Tug
9556844,Self Discharging Bulk Carrier,Cargo
9238052,Crude Oil Tanker,Tanker
9184500,Passenger Ship,Passenger
6715097,General Cargo,Cargo
1010222,Yacht,Pleasure Craft
9688142,Tug,Tug
8768323,Offshore Supply Ship,Reserved
8660856,Yacht,Pleasure Craft
8507262,Crude Oil Tanker,Tanker - Hazard A (Major)
9395587,Fire Fighting Vessel,Other
9633082,Bulk Carrier,Cargo
9388429,LPG/Chemical Tanker,Tanker - Hazard D (Recognizable)
1014137,Bulk Carrier,Cargo
9533775,Bulk Carrier,Cargo
9863857,Bulk Carrier,Cargo
9180023,Container Ship,Cargo
9151383,Bulk Carrier,Cargo
9977878,Container Ship,Cargo
9237072,Crude Oil Tanker,Tanker
9585273,Oil Products Tanker,Tanker
9461049,Tug,Tug
9665920,Bulk Carrier,Cargo
9178329,Crude Oil Tanker,Tanker
7048207,Crane Ship,Other
9476056,Tug,Tug
8605985,Trawler,Fishing
7202724,Fishing Vessel,Fishing
9884239,Multi Purpose Offshore Vessel,High Speed Craft
9369813,General Cargo,Cargo
9363326,General Cargo,Cargo
9573701,Crude Oil Tanker,Tanker
9516519,Bulk Carrier,Cargo
9747584,Oil/Chemical Tanker,Tanker
9617959,Oil/Chemical Tanker,Tanker
9473054,Crude Oil Tanker,Tanker
8902462,Bulk Carrier,Cargo
9890238,Bulk Carrier,Cargo
9528706,General Cargo,Cargo
